word1,word2,label
rostral,caudal,1
integrated,segregated,1
hidden,visible,1
terrible,frightful,0
gross,great,0
high,inferior,1
convertible,interchangeable,0
economical,economic,0
pleasant,merry,0
discordant,harsh,0
disgusting,foul,0
experimental,theoretic,1
regular,unusual,1
crystalline,pure,0
rough,uncut,0
singular,common,1
secluded,public,1
unkempt,shaggy,0
bright,evident,0
double,small,1
indecent,obscene,0
desolate,barren,0
flat,thick,1
violent,furious,0
autonomous,sovereign,0
obsolete,extinct,0
large,little,1
anxious,confident,1
deep,small,1
shady,dark,0
sturdy,flexible,1
massive,hollow,1
local,provincial,0
ruinous,decayed,0
incomplete,partial,0
busy,inactive,1
obscure,clear,1
universal,particular,1
cosmopolitan,provincial,1
spiritual,holy,0
compact,tall,1
homophonic,contrapuntal,1
just,fair,0
astute,shrewd,0
monaural,binaural,1
polyphonic,monophonic,1
notorious,renowned,0
confident,unsure,1
eligible,suitable,0
sensible,intelligent,0
easterly,west,1
skillful,unskillful,1
reliable,unreliable,1
virtuous,wicked,1
brutal,barbarous,0
sick,twisted,0
connected,unconnected,1
adult,immature,1
wretched,poor,0
inert,reactive,1
implausible,plausible,1
hebrew,jewish,0
inert,lifeless,0
wicked,dangerous,0
tiny,huge,1
unresolved,open,0
horizontal,flat,0
distant,close,1
religious,secular,1
impulsive,hotheaded,0
uncommon,strange,0
artificial,false,0
brutal,bestial,0
blunt,candid,0
sure,reliable,0
paradigmatic,syntagmatic,1
light,significant,1
carnivorous,insectivorous,1
west,east,1
prime,select,0
wooden,graceful,1
mean,generous,1
dictatorial,authoritarian,0
babylonian,chaldean,0
hot,slow,1
slick,sleek,0
bad,healthy,1
knowable,unknowable,1
vindictive,nasty,0
worn,new,1
male,androgynous,1
pure,true,0
nasty,nice,1
faulty,good,1
happy,contented,0
lustrous,dull,1
humble,skilled,1
solemn,formal,0
elliptical,angular,1
serious,weighty,0
shut,open,1
wanton,lascivious,0
small,increased,1
extensive,nationwide,0
plentiful,rich,0
omnidirectional,directional,1
chinese,taiwanese,0
distinct,different,0
green,ripe,1
ardent,zealous,0
ready,near,0
lovely,beautiful,0
confident,positive,0
extinct,active,1
unconscious,voluntary,1
general,worldwide,0
good,skillful,0
elongate,short,1
invalid,weak,0
respectful,reverential,0
intentional,willful,0
miscellaneous,various,0
stocky,thick,0
secular,sacred,1
undergraduate,graduate,1
common,single,1
spirited,active,0
precise,wrong,1
alert,unaware,1
sinister,good,1
soft,hard,1
polar,uncharged,1
missing,absent,0
nontoxic,toxic,1
tyrannical,democratic,1
dependent,subordinate,0
back,posterior,0
icy,hot,1
uncommon,common,1
new,young,0
bodily,spiritual,1
close,unequal,1
singular,single,0
polygynous,monogamous,1
immediate,quick,0
strong,weak,1
great,unimportant,1
obsolete,new,1
despotic,arbitrary,0
robust,muscular,0
accessible,open,0
slight,much,1
unconcerned,concerned,1
falsifiable,theoretical,1
yellow,drab,0
unauthorized,authorized,1
supplemental,additional,0
impersonal,personal,1
secular,regular,1
big,bulky,0
pale,strong,1
rusty,new,1
native,nonnative,1
more,less,1
concrete,abstract,1
trap,bunker,0
infinitesimal,infinity,1
group,horde,0
adhesion,bond,0
grandson,grandfather,1
treasurer,receiver,0
angiosperm,gymnosperm,1
illiteracy,literacy,1
overture,approach,0
support,encourage,0
dent,indentation,0
drive,motor,0
defence,prosecution,1
deficiency,excess,1
belgium,belgique,0
ditch,dike,0
column,row,1
girl,son,1
illness,disease,0
asymmetry,symmetry,1
extrovert,introvert,1
limitation,measurement,0
men,woman,1
zenith,nadir,1
news,word,0
dependency,addiction,0
skepticism,belief,1
carbohydrate,sugar,0
scepticism,belief,1
intension,extension,1
row,paddle,0
clozapine,clozaril,0
root,zealand,0
reject,accept,1
distortion,aberration,0
enema,injection,0
combatant,noncombatant,1
elevation,depression,1
helicopter,copter,0
grandmother,nan,0
loser,victor,1
scrivener,scribe,0
vassal,lord,1
author,generator,0
maxima,minimum,1
fortification,tower,0
mantissa,characteristic,1
western,eastern,1
purpose,object,0
resistance,opposition,0
collection,congregation,0
place,rank,0
answer,inquiry,1
original,first,0
output,input,1
shape,facet,0
functionality,procedure,0
test,tryout,0
mount,bank,0
title,appellation,0
litre,liter,0
descendant,ascendant,1
cooperation,contest,1
goodbye,farewell,0
activity,rest,1
play,maneuver,0
inaccuracy,truth,1
citizen,stranger,1
sweet,kind,0
regard,estimate,0
faculty,gift,0
exotoxin,endotoxin,1
daytime,dark,1
tentacle,feeler,0
succession,lineage,0
behavior,comportment,0
tract,region,0
plaintiff,defendant,1
accomplice,accessory,0
slab,plate,0
solution,release,0
tool,dick,0
buying,sale,1
frog,english,1
passive,active,1
division,distribution,0
smile,frown,1
nationalism,internationalism,1
mortgage,pledge,0
tithe,tenth,0
havoc,devastation,0
power,powerlessness,1
local,general,1
singlet,doublet,1
terror,dismay,0
cartoon,caricature,0
elect,reprobate,1
sovereignty,reign,0
accommodation,adaptation,0
lightness,light,0
roach,cockroach,0
dark,light,1
store,boutique,0
root,descendant,1
industry,attention,0
gaming,play,0
peacetime,wartime,1
champion,advocate,0
antitype,type,1
loss,profit,1
closing,opening,1
society,connection,0
receptor,effector,1
ideology,pragmatism,1
function,faculty,0
outset,end,1
ugliness,beauty,1
heaviness,lightness,1
follower,leader,1
voodoo,hoodoo,0
pretty,ugly,1
record,testimony,0
unbeliever,believer,1
detractor,proponent,1
cataclysm,catastrophe,0
bladder,gall,0
speck,spot,0
length,width,1
problem,solution,1
tetanus,lockjaw,0
farsightedness,nearsightedness,1
yea,nay,1
controller,accountant,0
prep,preparation,0
infertility,fertility,1
competence,incompetence,1
upland,lowland,1
standing,working,1
lack,blame,0
middle,verge,1
hop,spring,0
aura,sensation,0
operator,manipulator,0
handle,bowl,0
sunlight,shade,1
plain,hill,1
intent,end,0
repulsion,attraction,1
tab,tag,0
splitter,lumper,1
polygamy,polyandry,1
inactivation,activation,1
loading,unloading,1
fore,hind,1
majuscule,minuscule,1
granddaughter,grandson,1
trouble,annoyance,0
preservation,safety,0
gem,moonstone,0
screw,propeller,0
satan,lucifer,0
understatement,exaggeration,1
economy,waste,1
evil,good,1
mind,head,0
latria,dulia,1
defeat,triumph,1
sign,symptom,0
winner,loser,1
realism,idealism,1
caboose,galley,0
proscenium,front,0
inn,hotel,0
pollution,purity,1
fastening,lock,0
waterscape,landscape,1
ending,beginning,1
exaggeration,overstatement,0
aged,young,1
drowsiness,sleepiness,0
distress,relief,1
standard,criterion,0
adaptor,adapter,0
defense,offence,1
seaman,landsman,1
malaysia,malaya,0
network,reticulum,0
undergraduate,postgraduate,1
purchase,buy,0
hat,leghorn,0
review,inspection,0
goods,capital,1
stimulation,input,0
boot,mukluk,0
crash,ruin,0
devolution,evolution,1
sound,crunch,0
trader,merchant,0
homozygote,heterozygote,1
monster,behemoth,0
aeroplane,airplane,0
ancient,new,1
nighttime,daytime,1
mildew,mould,0
drain,drainage,0
numeracy,literacy,1
sporophyte,gametophyte,1
isomorphism,homeomorphism,1
escape,evasion,0
accumulation,drift,0
dialogue,monologue,1
son,girl,1
support,shield,0
circumference,center,1
resolution,conviction,0
untruth,truth,1
while,time,0
minicomputer,microcomputer,1
discourse,conversation,0
botany,zoology,1
divorce,marry,1
curate,vicar,0
winner,failure,1
morning,afternoon,1
tale,legend,0
activation,inactivation,1
order,chaos,1
gift,offering,0
privilege,obligation,1
fact,fiction,1
sevens,seven,0
waif,stray,0
virtue,spirit,0
discontinuity,continuity,1
chancery,equity,0
moral,physical,1
line,fillet,0
iteration,repetition,0
phylogeny,evolution,0
negative,positive,1
beginning,conclusion,1
parent,offspring,1
head,tail,1
worst,best,1
married,single,1
ambition,aspiration,0
heartwood,sapwood,1
promotion,demotion,1
factory,mint,0
panel,medallion,0
colour,tint,0
majority,adulthood,0
anode,cathode,1
softness,loudness,1
heretic,orthodox,1
bearing,tendency,0
debtor,creditor,1
decrease,gain,1
outer,inner,1
innocence,guilt,1
illusion,hallucination,0
hovel,shack,0
exonym,endonym,1
son,father,1
zion,yisrael,0
vanguard,rearguard,1
position,condition,0
scat,droppings,0
activity,inactivity,1
constituent,factor,0
head,rear,1
latter,former,1
decompression,compression,1
lumberjack,logger,0
michigan,chicago,0
substitution,permutation,0
message,content,0
beast,man,1
obscurity,clarity,1
safety,danger,1
development,degeneration,1
arbitrator,umpire,0
citizen,subject,1
heart,bosom,0
mart,battle,0
acrobat,tumbler,0
center,focus,0
knockout,decision,1
title,designation,0
levity,gravity,1
traditionalism,rationalism,1
lead,deficit,1
barrel,bbl,0
minimum,maximum,1
declassification,classification,1
release,death,0
rarefaction,compression,1
encyclopedia,encyclopaedia,0
farness,nearness,1
drop,fall,0
diploid,haploid,1
sell,buy,1
sound,silence,1
ancient,modern,1
art,artwork,0
wax,wane,1
drops,pearl,0
prose,poetry,1
score,cut,0
head,header,0
progressive,conservative,1
fowl,poultry,0
appointment,direction,0
cantaloupe,muskmelon,0
noumenon,phenomenon,1
relative,cousin,0
emersion,immersion,1
customs,custom,0
substitution,switch,0
push,pull,1
prosperity,calamity,1
antagonist,agonist,1
tenacity,perseverance,0
abstainer,drinker,1
intransitive,transitive,1
principal,assistant,1
bible,word,0
daylight,night,1
transmitter,receiver,1
explosion,burst,0
announcement,declaration,0
underdog,favourite,1
disorder,order,1
offence,defence,1
blockade,encirclement,0
square,fit,0
goodness,evil,1
stern,bow,1
militant,activist,0
straw,stubble,0
divergence,convergence,1
hall,manse,0
disturbance,annoyance,0
stake,stakes,0
discouragement,encouragement,1
distillate,distillation,0
subordinate,superior,1
equilibrium,disequilibrium,1
implement,instrument,0
bell,chime,0
boom,recession,1
pupil,disciple,0
challenger,rival,0
tomcat,tom,0
gate,way,0
crook,bend,0
contraction,dilatation,1
sweet,perfume,0
veterinarian,veterinary,0
pardon,forgiveness,0
reprimand,censure,0
loser,winner,1
patient,agent,1
disadvantage,advantage,1
death,end,0
stupidity,intelligence,1
handle,haft,0
domain,range,1
equity,inequity,1
pronation,supination,1
charity,generosity,0
parent,kid,1
valley,dale,0
chief,general,0
vegetation,fauna,1
blazon,description,0
fear,bravery,1
tibia,shinbone,0
spending,income,1
rocket,skyrocket,0
heap,pile,0
dusk,dawn,1
power,impotence,1
tip,point,0
decline,improvement,1
rampage,rush,0
software,hardware,1
home,personal,0
count,enumeration,0
commander,proconsul,0
citizen,alien,1
classification,declassification,1
plural,singular,1
alertness,wakefulness,0
maintenance,assertion,0
piety,devotion,0
fear,fearlessness,1
tipi,tepee,0
stabilization,destabilization,1
import,export,1
nobody,someone,1
young,old,1
prudence,caution,0
squire,escort,0
justice,jurist,0
layer,ply,0
auricle,ear,0
augmentation,growth,0
overstatement,understatement,1
hardback,paperback,1
track,footprint,0
loosening,tightening,1
romanticism,classicism,1
check,verification,0
time,clip,0
living,dead,1
flashback,analepsis,0
discoloration,stain,0
reduction,oxidation,1
balance,asymmetry,1
evolution,revolution,1
income,outlay,1
praise,ridicule,1
keeping,charge,0
husbandry,farming,0
chaos,order,1
sunset,daybreak,1
reputation,disrepute,1
extension,propagation,0
duck,eider,0
deep,shallow,1
streetwalker,prostitute,0
analysis,synthesis,1
width,spaciousness,0
photo,picture,0
atonality,tonality,1
career,vocation,0
food,creature,0
offset,end,1
leeway,drift,0
preparation,resolution,1
hyperopia,myopia,1
introvert,extravert,1
irregular,regular,1
dead,alive,1
stability,instability,1
figure,ground,1
desegregation,segregation,1
valley,pocket,0
wet,dry,1
valley,slade,0
digging,region,0
affairs,function,0
defendant,plaintiff,1
nobility,eminence,0
abrasion,attrition,0
event,outcome,0
lock,unlock,1
stop,continuant,1
acquaintance,stranger,1
carol,noel,0
satisfaction,fulfillment,0
blame,excuse,1
roll,roller,0
crossroad,carrefour,0
linen,napery,0
prosecution,defence,1
pale,red,1
augmentation,diminution,1
cartoon,sketch,0
opacity,transparency,1
migration,immigration,0
bird,chick,0
buy,sale,1
modern,ancient,1
beginning,end,1
devotion,consecration,0
institution,education,0
frank,secret,1
sword,colada,0
acid,base,1
fahrenheit,celsius,1
pass,gap,0
lawfulness,unlawfulness,1
essential,accessory,1
onager,trebuchet,0
tray,salver,0
blood,lineage,0
cow,steer,1
liking,dislike,1
mirror,glass,0
memory,reminiscence,0
citizen,foreigner,1
founder,builder,0
disk,button,0
feeling,smell,0
union,separation,1
predecessor,successor,1
attraction,repulsion,1
plenty,lot,0
nobody,anybody,1
pizzicato,arco,1
knowledge,wit,0
hymn,sing,0
scatter,gather,1
abhorrence,love,1
difference,identity,1
compartment,locker,0
inflow,outflow,1
death,birth,1
reward,consequence,0
force,stress,0
counting,count,0
brass,face,0
hold,guard,0
divination,prophecy,0
courage,cowardice,1
dais,pulpit,0
style,way,0
follower,attendant,0
aversion,love,1
maturity,immaturity,1
greeting,salute,0
view,controller,1
manner,appearance,0
weakness,strength,1
credit,cash,1
hate,love,1
importance,magnitude,0
concept,misconception,1
saddle,col,0
instability,balance,1
secular,sacred,1
bit,coin,0
sound,jangle,0
decoration,ribbon,0
average,standard,0
danger,safety,1
girdle,cestus,0
cultus,cult,0
compound,increase,0
coney,rabbit,0
interruption,suspension,0
question,answer,1
seat,stern,0
garb,clothing,0
replication,transcription,1
orchestra,parterre,1
inactivity,action,1
heathen,christian,1
foot,head,1
pleasure,solace,0
goblin,hob,0
foreigner,native,1
skip,interval,0
baht,tical,0
nadir,bottom,0
benevolence,malevolence,1
hatred,compassion,1
church,kirk,0
sameness,difference,1
extension,expansion,0
loser,success,1
thyrotoxicosis,hyperthyroidism,0
sewing,stitching,0
morality,virtue,0
normality,abnormality,1
foreigner,citizen,1
burr,bur,0
tour,journey,0
parts,part,0
native,foreigner,1
private,public,1
menopause,menarche,1
whole,sound,0
notion,idea,0
stand,lie,1
misappropriation,embezzlement,0
boy,girl,1
reduction,increase,1
signal,noise,1
line,outline,0
treble,bass,1
prison,pit,0
mortarboard,cap,0
aspersion,sprinkling,0
item,token,0
cognomen,surname,0
witness,observer,0
gag,joke,0
mass,assemblage,0
stag,deer,0
fame,infamy,1
disciple,adherent,0
accomplishment,skill,0
lighting,darkness,1
postscript,preface,1
transfer,conveyance,0
fiction,fact,1
descendant,root,1
inn,house,0
borrower,lender,1
whiteness,blackness,1
secular,music,1
flood,ebb,1
desert,solitude,0
creditor,debtor,1
womankind,mankind,1
superior,inferior,1
optimist,pessimist,1
annulus,ring,0
kindness,generosity,0
entertainment,feast,0
drug,dope,0
detractor,supporter,1
machine,shape,0
constancy,change,1
mysticism,quietism,0
daughter,father,1
enquiry,answer,1
hive,swarm,0
affiliation,association,0
arrangement,settlement,0
prefix,suffix,1
superhero,supervillain,1
woodlouse,slater,0
clarity,obscurity,1
mixture,solution,1
nobody,somebody,1
register,chronicle,0
absolute,perfect,0
sweet,sour,1
linen,line,0
night,daytime,1
banner,oriflamme,0
tissue,muscle,0
prominence,obscurity,1
blight,blast,0
same,different,1
yawl,sloop,1
case,nominative,0
judgment,taste,0
place,town,0
hammer,rammer,0
replica,replication,0
spill,spillway,0
satiety,appetite,1
potency,impotence,1
inequality,equality,1
land,domain,0
advantage,penalty,1
demand,imposition,0
consideration,attention,0
troop,army,0
beginning,middle,1
curtain,drapery,0
comfort,cheer,0
continuity,discontinuity,1
acceleration,deceleration,1
audience,interview,0
handle,hold,0
reference,extension,0
resignation,surrender,0
distress,comfort,1
giddiness,vertigo,0
home,abode,0
offense,defense,1
boost,help,0
conformity,nonconformity,1
imperfect,perfect,1
extension,curl,1
dishonesty,honesty,1
beam,irradiation,0
intimacy,friendship,0
bazaar,bazar,0
intelligence,stupidity,1
daughter,mother,1
uncle,aunt,1
like,dislike,1
sanity,madness,1
catabolism,anabolism,1
poem,iambic,0
sore,ulcer,0
backhand,forehand,1
paperback,hardbound,1
official,private,1
beginning,finish,1
martyr,confessor,1
immortality,mortality,1
fertility,sterility,1
freshwater,saltwater,1
likeness,unlikeness,1
multiculturalism,nationalism,1
notice,placard,0
sampling,pattern,0
confirmation,seal,0
counterpart,duplicate,0
uphill,downhill,1
genius,idiot,1
paradox,riddle,0
honor,dishonor,1
director,manager,0
anisotropy,isotropy,1
daylight,dark,1
ego,superego,1
sling,catapult,0
antioxidant,oxidant,1
manservant,maidservant,1
habitation,abode,0
masculine,feminine,1
pan,portion,0
negativity,positivity,1
ober,upper,0
basle,basel,0
shutdown,startup,1
slave,serf,0
lender,borrower,1
lowland,upland,1
alley,mall,0
christian,agnostic,1
microstructure,macrostructure,1
tux,tuxedo,0
municipal,village,0
summer,winter,1
atonement,expiation,0
victor,master,0
chip,check,0
tray,server,0
lozenge,tablet,0
clone,knockoff,0
studio,workroom,0
error,truth,1
adult,infant,1
caution,prudence,0
plan,device,0
woman,man,1
fever,term,0
bout,conflict,0
win,losses,1
inability,disability,0
nonresident,resident,1
miss,hit,1
convulsion,spasm,0
appellee,appellant,1
production,performance,0
balm,salve,0
sequela,result,0
break,rupture,0
graduate,grad,0
works,duty,0
urgency,pressure,0
swap,switch,0
expression,locution,0
particularity,generality,1
answer,question,1
childhood,maturity,1
skeptic,believer,1
explorer,adventurer,0
protagonist,antagonist,1
possession,madness,0
exportation,importation,1
weapon,gun,0
kernel,essence,0
mhz,megahertz,0
libra,aries,1
retardation,acceleration,1
shop,garage,0
neocolonialism,colonialism,1
ulceration,ulcer,0
literate,illiterate,1
graduating,student,1
mortality,immortality,1
hiss,bird,0
case,condition,0
spirit,intent,0
part,multiple,1
direction,guidance,0
code,codification,0
alien,friend,1
impurity,purity,1
chaos,cosmos,1
punk,prostitute,0
parasite,commensal,1
flow,ebb,1
decontamination,contamination,1
trust,mistrust,1
tracking,recording,0
stain,blot,0
alteration,modification,0
mountain,plenty,0
extension,intension,1
silence,sound,1
increase,reduction,1
brahma,siva,1
germ,soma,1
mother,daughter,1
sock,buskin,1
inexperience,experience,1
integrator,planimeter,0
sword,scimitar,0
saloon,barroom,0
abundance,deficiency,1
aspirin,bayer,0
organic,inorganic,1
understanding,agreement,0
mastery,command,0
mold,shape,0
object,goal,0
receiver,transmitter,1
rebel,maverick,0
studio,location,1
colt,filly,0
rear,front,1
rivalry,cooperation,1
group,force,0
quiet,peace,0
stasis,movement,1
disassembly,assembly,1
nadir,zenith,1
stirrup,stapes,0
giver,taker,1
plurality,singularity,1
grandmother,granddaughter,1
orientation,disorientation,1
season,time,0
boarding,disembarkation,1
disposition,mood,0
competition,cooperation,1
nightspot,club,0
awareness,sentience,0
typeface,font,0
complainant,suspect,1
transitive,intransitive,1
knowledge,ignorance,1
pigeon,gull,0
football,soccer,0
reform,correction,0
bearcat,binturong,0
pest,plague,0
addition,appendage,0
synthesis,hypothesis,1
comfort,encouragement,0
rule,pattern,0
laughter,weeping,1
difficulty,ease,1
bear,bull,1
valley,hill,1
unlawfulness,lawfulness,1
young,mature,1
exporter,importer,1
inside,exterior,1
bark,peel,0
debit,credit,1
saddle,seat,0
dike,dune,1
periodical,publication,0
cross,traverse,0
fall,rising,1
human,animal,1
ghost,touch,0
posterior,tail,0
annals,history,0
keep,dungeon,0
minute,big,1
employment,underemployment,1
covetousness,greed,0
coffeehouse,cafe,0
employer,employee,1
substitute,reserve,0
love,angst,1
christian,atheist,1
narrative,novel,0
apex,peak,0
break,hold,1
subordinate,supervisor,1
seed,germ,0
electrocardiogram,ekg,0
call,put,1
tavern,inn,0
bears,bull,1
generalist,specialist,1
extroversion,introversion,1
evening,morning,1
regard,scene,0
theatre,theater,0
top,underside,1
glycerin,glycerol,0
inaction,action,1
circumstance,setting,0
style,manner,0
sundown,sunrise,1
issue,delivery,0
paperback,hardback,1
pointer,arrow,0
stone,mirror,0
modern,contemporary,0
hard,soft,1
maleness,femaleness,1
frenzy,rage,0
cow,dairy,0
crossing,crossroad,0
flexor,extensor,1
count,counting,0
issue,spring,0
root,descendent,1
viscosity,fluidity,1
joy,sorrow,1
informality,formality,1
doubt,certainty,1
type,antitype,1
smile,cry,1
enmity,amity,1
proceeds,outcome,0
adulthood,childhood,1
scamper,run,0
anesthetist,anesthesiologist,0
increase,drop,1
health,sickness,1
administration,government,0
aunt,niece,1
penalty,advantage,1
essay,treatise,0
classicism,romanticism,1
siege,investment,0
ointment,unguent,0
pain,pleasure,1
unbalance,balance,1
right,duty,1
sequel,prequel,1
play,sacrifice,0
disbelief,incredulity,0
foolishness,wisdom,1
standstill,movement,1
royal,king,0
missile,ball,0
surcharge,discount,1
grandson,grandmother,1
placement,positioning,0
birth,demise,1
efflux,influx,1
love,passion,0
doll,bird,0
mother,son,1
marijuana,cannabis,0
descendant,scion,0
landsman,seaman,1
demotion,promotion,1
subsidy,tax,1
nephew,aunt,1
bead,drop,0
downfall,rise,1
parent,child,1
vassal,liegeman,0
crest,top,0
progress,advancement,0
proliferation,nonproliferation,1
pasture,food,0
resignation,abandonment,0
unavailability,availability,1
lightheadedness,dizziness,0
factory,mill,0
appendix,addition,0
intellect,intelligence,0
minuscule,majuscule,1
liberal,freethinker,0
spike,ear,0
inconsistency,dissonance,0
mechanical,electronic,1
finish,ending,0
brahma,vishnu,1
darkness,light,1
cloister,arcade,0
face,hero,0
sadist,masochist,1
joystick,stick,0
cockpit,cabin,1
doubt,trust,1
destructor,destroyer,0
plains,field,0
presents,future,1
zoology,botany,1
see,diocese,0
interest,disinterest,1
cavalryman,hussar,0
real,imaginary,1
hindrance,aid,1
small,large,1
see,view,0
last,first,1
saleswoman,salesman,1
cooperation,competition,1
meter,poem,0
single,married,1
destruction,death,0
sum,completion,0
probability,improbability,1
company,assembly,0
compression,rarefaction,1
detective,pinkerton,0
low,high,1
front,back,1
writ,precept,0
insanity,sanity,1
distributary,tributary,1
right,wrong,1
due,right,0
defence,offence,1
respect,consideration,0
bulla,blister,0
borrowing,return,1
upland,swamp,1
rejection,acceptance,1
mentalism,behaviorism,1
happiness,unhappiness,1
senate,legislature,0
outlay,income,1
disarmament,armament,1
first,end,1
lateness,earliness,1
mineral,animal,1
flora,fauna,1
calm,serenity,0
synonymy,antonymy,1
fallacy,mistake,0
sample,specimen,0
embarkation,disembarkation,1
slip,cutting,0
fatalism,determinism,0
lagoon,pond,0
maleness,masculinity,0
daybreak,night,1
nationalization,privatization,1
drive,campaign,0
guy,girls,1
christian,pagan,1
subsistence,livelihood,0
perception,percept,0
odontology,dentistry,0
contrary,opponent,0
sharp,flat,1
rind,peel,0
reduction,expansion,1
suit,succession,0
wardrobe,department,0
legislative,executive,1
boyfriend,beau,0
sadness,happiness,1
susceptibility,immunity,1
compartment,partition,0
loss,gain,1
evil,goodness,1
niece,uncle,1
exegesis,exposition,0
cooling,heating,1
subway,underground,0
crime,arson,0
flag,ensign,0
acceleration,slowing,1
statute,edict,0
infamy,fame,1
divorce,marriage,1
grandfather,grandmother,1
majority,minority,1
reading,recitation,0
failure,success,1
shore,coast,0
satisfaction,dissatisfaction,1
heat,cold,1
extraversion,introversion,1
bit,scrap,0
hatred,affection,1
abridgment,epitome,0
molecule,particle,0
translator,transcriber,0
statue,position,0
municipal,town,0
mannequin,form,0
bludgeon,cudgel,0
estate,situation,0
merit,fault,1
injunction,order,0
paint,draw,0
hind,fore,1
mushroom,toadstool,1
interior,exterior,1
tenet,position,0
line,linen,0
thickness,thinness,1
intrigue,manoeuvre,0
christian,heretic,1
shape,flesh,0
taker,giver,1
archegonium,antheridium,1
puncture,tyre,0
unlikeness,likeness,1
metropolis,center,0
cavity,projection,1
draftee,volunteer,1
scripture,book,0
fashion,custom,0
brood,breed,0
bondage,freedom,1
reference,denotation,0
start,ending,1
inpatient,outpatient,1
lady,mistress,0
reward,reinforcement,0
ridicule,praise,1
wealth,poverty,1
export,importation,1
hairdresser,stylist,0
longs,short,1
dissent,agreement,1
poem,heroic,0
pleasure,pain,1
determinant,epitope,0
judgment,determination,0
mast,mizzenmast,0
infection,influence,0
inaccuracy,error,0
west,east,1
limited,local,1
fulcrum,lever,1
downstairs,upstairs,1
hurt,pain,0
seaweed,dulse,0
tnt,trinitrotoluene,0
rape,force,0
digitigrade,plantigrade,1
publicity,privacy,1
nationalisation,privatisation,1
venom,poison,0
adequacy,inadequacy,1
price,cost,0
complaint,illness,0
dark,shadow,0
niece,aunt,1
surplus,lack,1
winter,summer,1
adversary,opponent,0
spring,fountain,0
extract,quotation,0
plateau,highland,0
monologue,dialogue,1
inactivity,activity,1
lights,dark,1
cortex,medulla,1
lady,gentleman,1
transitivity,intransitivity,1
penitentiary,prison,0
hollow,tunnel,0
parts,region,0
successor,predecessor,1
codex,manuscript,0
unbelief,belief,1
rev,rpm,0
nobleman,lady,1
port,starboard,1
disequilibrium,equilibrium,1
move,motion,0
dominance,control,0
reminiscence,recollection,0
tomorrow,yesterday,1
malady,health,1
liberal,conservative,1
metropolis,archbishopric,0
disbelief,doubt,0
output,product,0
backwardation,contango,1
terrestrial,arboreal,1
protasis,epitasis,1
invasion,raid,0
case,predicament,0
acidity,alkalinity,1
house,host,0
benefit,detriment,1
fear,care,0
prison,reformatory,0
instrumentalist,vocalist,1
armament,disarmament,1
parole,promise,0
fellow,comrade,0
money,sterling,0
horizontal,vertical,1
off,leg,1
realism,nominalism,1
score,tally,0
principal,constituent,0
wreath,chaplet,0
origin,rise,0
exercise,workout,0
simplicity,complexity,1
charlatan,mountebank,0
palaeontology,paleontology,0
specialist,generalist,1
priority,posteriority,1
recession,boom,1
esquire,esq,0
depression,elevation,1
physique,figure,0
honesty,dishonesty,1
man,human,0
burrow,shelter,0
strength,expertise,0
plain,fancy,1
victory,defeat,1
hunting,search,0
irreverence,reverence,1
fullness,abundance,0
hold,release,1
unhappiness,happiness,1
nearness,distance,1
support,oppose,1
hypoglycemia,hyperglycemia,1
victor,loser,1
apprehension,expectation,0
hospital,lazaret,0
upturn,downturn,1
mannerism,affectation,0
turmoil,disturbance,0
leeward,windward,1
depiction,picture,0
theism,atheism,1
love,malice,1
heresy,orthodoxy,1
condemnation,approbation,1
descendant,antecedent,1
gray,pearl,0
impermeability,permeability,1
artillery,gun,0
orthodoxy,heterodoxy,1
upstroke,downstroke,1
criminalization,decriminalization,1
lining,facing,0
pack,plot,0
biscuit,hardtack,0
progress,regress,1
dysgenics,eugenics,1
innocent,criminal,1
file,rank,1
announcement,bulletin,0
vapor,wind,0
neurosis,psychosis,1
plan,project,0
preface,postscript,1
wetness,dryness,1
success,loser,1
landing,takeoff,1
seawater,freshwater,1
imperfection,perfection,1
civilian,man,1
high,low,1
upland,marsh,1
chain,range,0
individual,general,1
urea,carbamide,0
derivative,derivation,0
speculation,surmise,0
powerlessness,power,1
contraindication,indication,1
freshwater,seawater,1
scandal,outrage,0
pluralism,monism,1
laborer,artisan,1
grandmother,grandfather,1
citizen,noncitizen,1
predecessor,follower,1
improbability,probability,1
endeavor,attempt,0
nobody,anyone,1
database,databank,0
genie,djinn,0
dingle,valley,0
tingle,chill,0
people,companions,0
recreation,sport,0
merman,mermaid,1
hearing,deaf,1
stop,hold,0
windward,leeward,1
century,hundred,0
increase,lowering,1
son,mother,1
run,rise,1
due,debt,0
uncle,aunty,1
warm,cold,1
ingress,egress,1
extravert,introvert,1
regional,sectional,0
van,caravan,0
foe,ally,1
legality,illegality,1
separation,unification,1
illegality,legality,1
minor,major,1
line,column,1
stand,kneel,1
club,order,0
clash,collision,0
monogyny,polygyny,1
confectionery,candy,0
retrospect,prospect,1
mortgage,debenture,0
adhesion,cohesion,1
lowlander,highlander,1
ordinal,cardinal,1
evergreen,deciduous,1
degree,stage,0
plain,mountain,1
incorrectness,correctness,1
grower,shower,1
specification,spec,0
lizard,dragon,0
mainframe,minicomputer,1
particular,universal,1
chain,string,0
feeling,tone,0
selfishness,generosity,1
depository,repository,0
focus,center,0
supporter,opponent,1
influx,outflow,1
inn,lodge,0
lead,star,0
wedding,marriage,0
laugh,cry,1
story,account,0
