word1,word2,label,bert_pred,dual_pred,edit_distance,edit_distance_norm,char_jaccard,len_diff,bert_correct,dual_correct,category,ed_bin,jaccard_bin,len_diff_bin
insoluble,soluble,1,1,0,2,0.2222222222222222,0.75,2,True,False,bert_only,"(0.2,0.4]","(0.6,0.8]",2
inspection,review,0,0,0,8,0.8,0.18181818181818182,4,True,True,both,"(0.6,0.8]","(0,0.2]",3-5
inspiring,stimulating,0,0,0,7,0.6363636363636364,0.36363636363636365,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
instability,stability,1,1,1,2,0.18181818181818182,0.875,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
install,establish,0,0,0,6,0.6666666666666666,0.5555555555555556,2,True,True,both,"(0.6,0.8]","(0.4,0.6]",2
instinctive,spontaneous,0,1,0,10,0.9090909090909091,0.36363636363636365,0,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",0
institute,commence,0,0,0,8,0.8888888888888888,0.2222222222222222,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
insufficient,inefficient,0,1,0,2,0.16666666666666666,0.75,1,False,True,dual_only,"(0,0.2]","(0.6,0.8]",1
insult,consider,1,0,1,6,0.75,0.2727272727272727,2,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",2
insure,see,0,1,0,4,0.6666666666666666,0.3333333333333333,3,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",3-5
intact,affected,1,1,1,6,0.75,0.375,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
intact,entire,0,0,0,4,0.6666666666666666,0.42857142857142855,0,True,True,both,"(0.6,0.8]","(0.4,0.6]",0
integral,complete,0,0,0,8,1.0,0.25,0,True,True,both,"(0.8,1.0]","(0.2,0.4]",0
integral,fractional,1,1,1,7,0.7,0.5454545454545454,2,True,True,both,"(0.6,0.8]","(0.4,0.6]",2
intellectual,emotional,1,1,1,9,0.75,0.6,3,True,True,both,"(0.6,0.8]","(0.4,0.6]",3-5
intelligent,stupid,1,0,1,9,0.8181818181818182,0.2,5,False,True,dual_only,"(0.8,1.0]","(0,0.2]",3-5
intelligible,unintelligible,1,1,1,2,0.14285714285714285,0.875,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
intend,intensify,0,0,0,4,0.4444444444444444,0.5,3,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
intense,dull,1,0,1,7,1.0,0.0,3,False,True,dual_only,"(0.8,1.0]",0,3-5
intensify,relax,1,0,1,8,0.8888888888888888,0.09090909090909091,4,False,True,dual_only,"(0.8,1.0]","(0,0.2]",3-5
intensive,extensive,1,1,1,2,0.2222222222222222,0.8571428571428571,0,True,True,both,"(0.2,0.4]","(0.8,1.0]",0
intentional,deliberate,0,0,0,10,0.9090909090909091,0.5,1,True,True,both,"(0.8,1.0]","(0.4,0.6]",1
intentional,free,0,0,0,10,0.9090909090909091,0.1111111111111111,7,True,True,both,"(0.8,1.0]","(0,0.2]",6+
interchangeable,standardized,0,1,0,13,0.8666666666666667,0.42857142857142855,3,False,True,dual_only,"(0.8,1.0]","(0.4,0.6]",3-5
intercollegiate,intramural,1,1,1,10,0.6666666666666666,0.5,5,True,True,both,"(0.6,0.8]","(0.4,0.6]",3-5
interdict,allow,1,1,1,9,1.0,0.0,4,True,True,both,"(0.8,1.0]",0,3-5
interested,concerned,0,1,0,6,0.6,0.4444444444444444,1,False,True,dual_only,"(0.4,0.6]","(0.4,0.6]",1
interior,internal,0,1,1,3,0.375,0.625,0,False,False,neither,"(0.2,0.4]","(0.6,0.8]",0
intermediary,mean,0,1,0,9,0.75,0.4444444444444444,8,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",6+
intermittent,recurrent,0,1,0,8,0.6666666666666666,0.5,3,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",3-5
internal,external,1,1,1,2,0.25,0.75,0,True,True,both,"(0.2,0.4]","(0.6,0.8]",0
internal,national,0,0,0,4,0.5,0.625,0,True,True,both,"(0.4,0.6]","(0.6,0.8]",0
internal,outward,1,1,1,7,0.875,0.2727272727272727,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
interpretation,translation,0,1,0,7,0.5,0.6,3,False,True,dual_only,"(0.4,0.6]","(0.4,0.6]",3-5
interpret,decipher,0,0,0,7,0.7777777777777778,0.4444444444444444,1,True,True,both,"(0.6,0.8]","(0.4,0.6]",1
interpret,elucidate,0,1,0,9,1.0,0.2727272727272727,0,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",0
interrogative,declarative,1,1,1,7,0.5384615384615384,0.5,2,True,True,both,"(0.4,0.6]","(0.4,0.6]",2
interrupt,resume,1,0,1,7,0.7777777777777778,0.3333333333333333,3,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",3-5
intestine,chitterlings,0,0,0,7,0.5833333333333334,0.5,3,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
intimate,distant,1,0,0,6,0.75,0.5,1,False,False,neither,"(0.6,0.8]","(0.4,0.6]",1
intimate,sexual,0,1,0,7,0.875,0.2,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
intimidate,assure,1,0,1,9,0.9,0.2,4,False,True,dual_only,"(0.8,1.0]","(0,0.2]",3-5
intracellular,extracellular,1,1,1,2,0.15384615384615385,0.7,0,True,True,both,"(0,0.2]","(0.6,0.8]",0
intractable,tractable,1,1,1,2,0.18181818181818182,0.7777777777777778,2,True,True,both,"(0,0.2]","(0.6,0.8]",2
intrepid,daring,0,0,0,7,0.875,0.4444444444444444,2,True,True,both,"(0.8,1.0]","(0.4,0.6]",2
introspective,subjective,0,1,0,7,0.5384615384615384,0.46153846153846156,3,False,True,dual_only,"(0.4,0.6]","(0.4,0.6]",3-5
intuitive,counterintuitive,1,1,1,7,0.4375,0.6666666666666666,7,True,True,both,"(0.4,0.6]","(0.6,0.8]",6+
intuitive,perceptive,0,1,0,6,0.6,0.4444444444444444,1,False,True,dual_only,"(0.4,0.6]","(0.4,0.6]",1
invalid,nan,0,1,0,5,0.7142857142857143,0.3333333333333333,4,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",3-5
invalid,void,0,0,0,4,0.5714285714285714,0.42857142857142855,3,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
invasion,retreat,1,0,0,8,1.0,0.1111111111111111,1,False,False,neither,"(0.8,1.0]","(0,0.2]",1
invasive,noninvasive,1,1,1,3,0.2727272727272727,0.8571428571428571,3,True,True,both,"(0.2,0.4]","(0.8,1.0]",3-5
inverse,forward,1,0,1,7,1.0,0.09090909090909091,0,False,True,dual_only,"(0.8,1.0]","(0,0.2]",0
invest,seat,0,0,0,4,0.6666666666666666,0.42857142857142855,2,True,True,both,"(0.6,0.8]","(0.4,0.6]",2
invisibility,visibility,1,1,1,2,0.16666666666666666,0.875,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
invisible,visible,1,1,1,2,0.2222222222222222,0.8571428571428571,2,True,True,both,"(0.2,0.4]","(0.8,1.0]",2
invulnerable,vulnerable,1,1,1,2,0.16666666666666666,0.8888888888888888,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
iridescent,dull,1,1,1,9,0.9,0.1,6,True,True,both,"(0.8,1.0]","(0,0.2]",6+
iron,ferrous,0,0,0,5,0.7142857142857143,0.25,3,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
irregular,conventional,1,0,1,10,0.8333333333333334,0.3333333333333333,3,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",3-5
irregular,regular,1,1,1,2,0.2222222222222222,0.8571428571428571,2,True,True,both,"(0.2,0.4]","(0.8,1.0]",2
irresponsible,responsible,1,0,1,2,0.15384615384615385,1.0,2,False,True,dual_only,"(0,0.2]","(0.8,1.0]",2
irritable,irascible,0,1,0,4,0.4444444444444444,0.6666666666666666,0,False,True,dual_only,"(0.4,0.6]","(0.6,0.8]",0
irritated,annoyed,0,1,0,7,0.7777777777777778,0.3333333333333333,2,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",2
irritation,soreness,0,1,0,9,0.9,0.375,2,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",2
island,oasis,0,1,0,6,1.0,0.42857142857142855,1,False,True,dual_only,"(0.8,1.0]","(0.4,0.6]",1
issue,arise,0,0,0,4,0.8,0.5,0,True,True,both,"(0.6,0.8]","(0.4,0.6]",0
issue,close,0,1,0,4,0.8,0.2857142857142857,0,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",0
italic,upright,1,1,1,7,1.0,0.2,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
jagged,smooth,1,0,1,6,1.0,0.0,0,False,True,dual_only,"(0.8,1.0]",0,0
jam,free,1,0,1,4,1.0,0.0,1,False,True,dual_only,"(0.8,1.0]",0,1
jerk,press,1,0,1,4,0.8,0.3333333333333333,1,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",1
joiner,carpenter,0,0,0,6,0.6666666666666666,0.3,3,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
join,associate,0,0,0,7,0.7777777777777778,0.2222222222222222,5,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
journeyman,apprentice,1,0,1,9,0.9,0.3076923076923077,0,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",0
judicial,illegal,1,1,1,6,0.75,0.3333333333333333,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
juicy,blue,0,0,0,5,1.0,0.125,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
juicy,succulent,0,0,0,7,0.7777777777777778,0.2,4,True,True,both,"(0.6,0.8]","(0,0.2]",3-5
junior,senior,1,1,1,2,0.3333333333333333,0.5,0,True,True,both,"(0.2,0.4]","(0.4,0.6]",0
justice,injustice,1,0,1,2,0.2222222222222222,0.875,2,False,True,dual_only,"(0.2,0.4]","(0.8,1.0]",2
juvenile,adult,1,1,1,7,0.875,0.2,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
keen,acute,0,0,0,5,1.0,0.14285714285714285,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
keen,bad,1,0,0,4,1.0,0.0,1,False,False,neither,"(0.8,1.0]",0,1
keen,eager,0,0,0,4,0.8,0.16666666666666666,1,True,True,both,"(0.6,0.8]","(0,0.2]",1
keen,sharp,0,0,0,5,1.0,0.0,1,True,True,both,"(0.8,1.0]",0,1
keepsake,souvenir,0,0,0,8,1.0,0.18181818181818182,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
key,atonality,1,1,1,8,0.8888888888888888,0.1111111111111111,6,True,True,both,"(0.8,1.0]","(0,0.2]",6+
key,central,0,0,0,6,0.8571428571428571,0.1111111111111111,4,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
kick,foot,0,0,0,4,1.0,0.0,0,True,True,both,"(0.8,1.0]",0,0
kid,parent,1,0,1,6,1.0,0.0,3,False,True,dual_only,"(0.8,1.0]",0,3-5
kill,break,0,1,0,5,1.0,0.14285714285714285,1,False,True,dual_only,"(0.8,1.0]","(0,0.2]",1
kind,good,0,0,0,3,0.75,0.16666666666666666,0,True,True,both,"(0.6,0.8]","(0,0.2]",0
kind,mild,0,1,0,2,0.5,0.3333333333333333,0,False,True,dual_only,"(0.4,0.6]","(0.2,0.4]",0
king,queen,1,0,0,5,1.0,0.14285714285714285,1,False,False,neither,"(0.8,1.0]","(0,0.2]",1
knowledge,awareness,0,0,0,9,1.0,0.2727272727272727,0,True,True,both,"(0.8,1.0]","(0.2,0.4]",0
knowledge,science,0,1,0,7,0.7777777777777778,0.18181818181818182,2,False,True,dual_only,"(0.6,0.8]","(0,0.2]",2
label,tag,0,0,0,4,0.8,0.16666666666666666,2,True,True,both,"(0.6,0.8]","(0,0.2]",2
lady,lord,1,0,1,3,0.75,0.3333333333333333,0,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",0
lament,sorrow,0,1,0,6,1.0,0.0,0,False,True,dual_only,"(0.8,1.0]",0,0
landscape,seascape,1,0,1,4,0.4444444444444444,0.625,1,False,True,dual_only,"(0.4,0.6]","(0.6,0.8]",1
lands,land,0,1,0,1,0.2,0.8,1,False,True,dual_only,"(0,0.2]","(0.6,0.8]",1
lands,state,0,0,0,5,1.0,0.2857142857142857,0,True,True,both,"(0.8,1.0]","(0.2,0.4]",0
land,realm,0,0,0,4,0.8,0.2857142857142857,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
language,nomenclature,0,0,0,9,0.75,0.45454545454545453,4,True,True,both,"(0.6,0.8]","(0.4,0.6]",3-5
lapse,error,0,1,0,5,1.0,0.14285714285714285,0,False,True,dual_only,"(0.8,1.0]","(0,0.2]",0
lapse,fall,0,0,0,4,0.8,0.3333333333333333,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
lapse,pass,0,1,1,3,0.6,0.6,1,False,False,neither,"(0.4,0.6]","(0.4,0.6]",1
large,free,0,1,1,3,0.6,0.3333333333333333,1,False,False,neither,"(0.4,0.6]","(0.2,0.4]",1
large,giant,0,0,0,5,1.0,0.25,0,True,True,both,"(0.8,1.0]","(0.2,0.4]",0
large,great,0,0,0,5,1.0,0.6666666666666666,0,True,True,both,"(0.8,1.0]","(0.6,0.8]",0
large,small,1,1,1,5,1.0,0.2857142857142857,0,True,True,both,"(0.8,1.0]","(0.2,0.4]",0
lasting,short,1,1,1,6,0.8571428571428571,0.2,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
last,most,0,1,1,2,0.5,0.3333333333333333,0,False,False,neither,"(0.4,0.6]","(0.2,0.4]",0
late,early,1,1,0,4,0.8,0.5,1,True,False,bert_only,"(0.6,0.8]","(0.4,0.6]",1
latter,former,1,0,0,4,0.6666666666666666,0.25,0,False,False,neither,"(0.6,0.8]","(0.2,0.4]",0
laughable,absurd,0,0,0,8,0.8888888888888888,0.3,3,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
laugh,weep,1,1,1,5,1.0,0.0,1,True,True,both,"(0.8,1.0]",0,1
launching,introduction,0,0,1,10,0.8333333333333334,0.3333333333333333,3,True,False,bert_only,"(0.8,1.0]","(0.2,0.4]",3-5
laundry,washing,0,0,0,6,0.8571428571428571,0.16666666666666666,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
lawful,unlawful,1,1,1,2,0.25,0.8333333333333334,2,True,True,both,"(0.2,0.4]","(0.8,1.0]",2
law,gospel,1,0,0,6,1.0,0.125,3,False,False,neither,"(0.8,1.0]","(0,0.2]",3-5
lax,tense,1,0,1,5,1.0,0.0,2,False,True,dual_only,"(0.8,1.0]",0,2
layer,overlay,0,0,0,6,0.8571428571428571,0.7142857142857143,2,True,True,both,"(0.8,1.0]","(0.6,0.8]",2
layman,specialist,1,1,1,9,0.9,0.18181818181818182,4,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
lay,sit,1,0,0,3,1.0,0.0,0,False,False,neither,"(0.8,1.0]",0,0
leader,follower,1,0,1,5,0.625,0.375,2,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",2
lead,hint,0,0,0,4,1.0,0.0,0,True,True,both,"(0.8,1.0]",0,0
leak,escape,0,1,0,5,0.8333333333333334,0.2857142857142857,2,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",2
lean,lanky,0,0,0,3,0.6,0.5,1,True,True,both,"(0.4,0.6]","(0.4,0.6]",1
lean,thin,0,0,0,3,0.75,0.14285714285714285,0,True,True,both,"(0.6,0.8]","(0,0.2]",0
leap,cover,0,0,1,5,1.0,0.125,1,True,False,bert_only,"(0.8,1.0]","(0,0.2]",1
learning,acquisition,0,0,0,10,0.9090909090909091,0.23076923076923078,3,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
leave,arrive,1,1,1,4,0.6666666666666666,0.5,1,True,True,both,"(0.6,0.8]","(0.4,0.6]",1
leave,come,1,1,1,4,0.8,0.14285714285714285,1,True,True,both,"(0.6,0.8]","(0,0.2]",1
leave,enter,1,1,1,4,0.8,0.14285714285714285,0,True,True,both,"(0.6,0.8]","(0,0.2]",0
lecture,reprimand,0,0,1,8,0.8888888888888888,0.16666666666666666,2,True,False,bert_only,"(0.8,1.0]","(0,0.2]",2
leeward,windward,1,1,1,4,0.5,0.5,1,True,True,both,"(0.4,0.6]","(0.4,0.6]",1
left,center,1,1,1,4,0.6666666666666666,0.2857142857142857,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
left,near,0,1,1,3,0.75,0.14285714285714285,0,False,False,neither,"(0.6,0.8]","(0,0.2]",0
left,odd,0,1,0,4,1.0,0.0,1,False,True,dual_only,"(0.8,1.0]",0,1
left,right,1,1,1,4,0.8,0.125,1,True,True,both,"(0.6,0.8]","(0,0.2]",1
legal,invalid,1,1,1,5,0.7142857142857143,0.25,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
legal,sound,0,0,0,5,1.0,0.0,0,True,True,both,"(0.8,1.0]",0,0
legendary,unknown,1,1,0,8,0.8888888888888888,0.08333333333333333,2,True,False,bert_only,"(0.8,1.0]","(0,0.2]",2
legend,tale,0,0,0,5,0.8333333333333334,0.2857142857142857,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
legislative,executive,1,0,1,6,0.5454545454545454,0.36363636363636365,2,False,True,dual_only,"(0.4,0.6]","(0.2,0.4]",2
legitimacy,illegitimacy,1,1,1,2,0.16666666666666666,1.0,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
legitimate,false,1,0,1,9,0.9,0.3333333333333333,5,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",3-5
legitimate,real,0,0,0,8,0.8,0.375,6,True,True,both,"(0.6,0.8]","(0.2,0.4]",6+
lend,add,0,1,0,3,0.75,0.2,1,False,True,dual_only,"(0.6,0.8]","(0,0.2]",1
lengthy,brief,1,0,1,7,1.0,0.09090909090909091,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
lengthy,long,0,1,0,4,0.5714285714285714,0.375,3,False,True,dual_only,"(0.4,0.6]","(0.2,0.4]",3-5
lens,magnifier,0,1,0,8,0.8888888888888888,0.2,5,False,True,dual_only,"(0.8,1.0]","(0,0.2]",3-5
lentic,lotic,1,1,0,2,0.3333333333333333,0.5714285714285714,1,True,False,bert_only,"(0.2,0.4]","(0.4,0.6]",1
lesbian,homosexual,0,1,1,8,0.8,0.3333333333333333,3,False,False,neither,"(0.6,0.8]","(0.2,0.4]",3-5
less,superior,1,1,1,7,0.875,0.25,4,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
letter,missive,0,0,0,7,1.0,0.125,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
let,prevent,1,1,1,5,0.7142857142857143,0.2857142857142857,4,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
let,prohibit,1,1,1,7,0.875,0.1111111111111111,5,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
let,rent,0,0,0,2,0.5,0.4,1,True,True,both,"(0.4,0.6]","(0.2,0.4]",1
level,demolish,0,0,1,6,0.75,0.2222222222222222,3,True,False,bert_only,"(0.6,0.8]","(0.2,0.4]",3-5
level,steady,0,0,0,5,0.8333333333333334,0.125,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
lex,law,0,1,0,2,0.6666666666666666,0.2,0,False,True,dual_only,"(0.6,0.8]","(0,0.2]",0
ley,law,0,1,0,2,0.6666666666666666,0.2,0,False,True,dual_only,"(0.6,0.8]","(0,0.2]",0
liabilities,asset,1,1,1,9,0.8181818181818182,0.5714285714285714,6,True,True,both,"(0.8,1.0]","(0.4,0.6]",6+
liability,asset,1,1,1,7,0.7777777777777778,0.25,4,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
liberal,catholic,0,1,0,8,1.0,0.3,1,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",1
liberal,narrow,1,0,0,6,0.8571428571428571,0.2222222222222222,1,False,False,neither,"(0.8,1.0]","(0.2,0.4]",1
liberal,radical,0,1,0,5,0.7142857142857143,0.5,0,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",0
lifo,fifo,1,1,1,1,0.25,0.75,0,True,True,both,"(0.2,0.4]","(0.6,0.8]",0
lighten,light,0,1,1,2,0.2857142857142857,0.7142857142857143,2,False,False,neither,"(0.2,0.4]","(0.6,0.8]",2
lightness,darkness,1,1,1,5,0.5555555555555556,0.25,1,True,True,both,"(0.4,0.6]","(0.2,0.4]",1
lightness,heaviness,1,0,1,5,0.5555555555555556,0.5,0,False,True,dual_only,"(0.4,0.6]","(0.4,0.6]",0
lightweight,heavy,1,1,1,9,0.8181818181818182,0.2,6,True,True,both,"(0.8,1.0]","(0,0.2]",6+
light,darkness,1,1,1,8,1.0,0.0,3,True,True,both,"(0.8,1.0]",0,3-5
light,deep,1,1,1,5,1.0,0.0,1,True,True,both,"(0.8,1.0]",0,1
light,extinguish,1,1,1,8,0.8,0.4,5,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
light,fatty,1,0,1,5,1.0,0.125,0,False,True,dual_only,"(0.8,1.0]","(0,0.2]",0
light,weighty,1,0,0,3,0.42857142857142855,0.5,2,False,False,neither,"(0.4,0.6]","(0.4,0.6]",2
likeable,sympathetic,0,0,0,9,0.8181818181818182,0.23076923076923078,3,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
likely,promising,0,1,0,8,0.8888888888888888,0.08333333333333333,3,False,True,dual_only,"(0.8,1.0]","(0,0.2]",3-5
likely,unlikely,1,1,1,2,0.25,0.7142857142857143,2,True,True,both,"(0.2,0.4]","(0.6,0.8]",2
like,pet,1,0,1,4,1.0,0.16666666666666666,1,False,True,dual_only,"(0.8,1.0]","(0,0.2]",1
like,similar,0,0,0,6,0.8571428571428571,0.25,3,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
lineal,collateral,1,1,1,6,0.6,0.3333333333333333,4,True,True,both,"(0.4,0.6]","(0.2,0.4]",3-5
linear,cubic,1,0,1,6,1.0,0.1111111111111111,1,False,True,dual_only,"(0.8,1.0]","(0,0.2]",1
lingual,buccal,1,1,0,5,0.7142857142857143,0.375,1,True,False,bert_only,"(0.6,0.8]","(0.2,0.4]",1
linguistics,phonology,0,1,0,11,1.0,0.25,2,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",2
lipophilic,hydrophilic,1,1,1,4,0.36363636363636365,0.6666666666666666,1,True,True,both,"(0.2,0.4]","(0.6,0.8]",1
liquefy,solidify,1,1,1,5,0.625,0.4,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
liquid,fluid,0,1,0,3,0.5,0.6666666666666666,1,False,True,dual_only,"(0.4,0.6]","(0.6,0.8]",1
liquid,illiquid,1,0,1,2,0.25,1.0,2,False,True,dual_only,"(0.2,0.4]","(0.8,1.0]",2
list,attend,0,0,0,6,1.0,0.125,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
list,listing,0,0,0,3,0.42857142857142855,0.6666666666666666,3,True,True,both,"(0.4,0.6]","(0.6,0.8]",3-5
literal,real,0,0,0,4,0.5714285714285714,0.6666666666666666,3,True,True,both,"(0.4,0.6]","(0.6,0.8]",3-5
literary,colloquial,1,0,1,9,0.9,0.2727272727272727,2,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",2
literary,informal,1,0,1,7,0.875,0.36363636363636365,0,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",0
litter,bear,0,1,0,5,0.8333333333333334,0.2857142857142857,2,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",2
litter,trash,0,1,0,6,1.0,0.25,1,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",1
little,brief,0,0,0,6,1.0,0.2857142857142857,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
little,much,1,1,1,6,1.0,0.0,2,True,True,both,"(0.8,1.0]",0,2
little,old,1,1,1,5,0.8333333333333334,0.16666666666666666,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
little,short,0,1,0,6,1.0,0.125,1,False,True,dual_only,"(0.8,1.0]","(0,0.2]",1
littoral,coastal,0,1,0,6,0.75,0.5,1,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",1
lively,alert,0,0,0,5,0.8333333333333334,0.25,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
lively,dull,1,0,1,5,0.8333333333333334,0.14285714285714285,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
lively,vital,0,1,0,4,0.6666666666666666,0.42857142857142855,1,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",1
live,hot,0,0,0,4,1.0,0.0,1,True,True,both,"(0.8,1.0]",0,1
loaded,unloaded,1,1,1,2,0.25,0.7142857142857143,2,True,True,both,"(0.2,0.4]","(0.6,0.8]",2
loaf,block,0,0,1,3,0.6,0.2857142857142857,1,True,False,bert_only,"(0.4,0.6]","(0.2,0.4]",1
local,express,1,0,1,7,1.0,0.0,2,False,True,dual_only,"(0.8,1.0]",0,2
local,universal,1,0,1,7,0.7777777777777778,0.18181818181818182,4,False,True,dual_only,"(0.6,0.8]","(0,0.2]",3-5
location,studio,1,1,1,6,0.75,0.3,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
lock,key,0,0,0,4,1.0,0.16666666666666666,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
lock,unlock,1,1,1,2,0.3333333333333333,0.6666666666666666,2,True,True,both,"(0.2,0.4]","(0.6,0.8]",2
lodge,guild,0,0,0,5,1.0,0.42857142857142855,0,True,True,both,"(0.8,1.0]","(0.4,0.6]",0
loggia,porch,1,0,0,5,0.8333333333333334,0.1111111111111111,1,False,False,neither,"(0.8,1.0]","(0,0.2]",1
logical,coherent,0,0,0,7,0.875,0.18181818181818182,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
logical,valid,0,0,0,6,0.8571428571428571,0.375,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
longitudinal,transverse,1,1,1,12,1.0,0.23076923076923078,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
longtime,new,1,1,0,7,0.875,0.2222222222222222,5,True,False,bert_only,"(0.8,1.0]","(0.2,0.4]",3-5
long,brief,1,0,1,5,1.0,0.0,1,False,True,dual_only,"(0.8,1.0]",0,1
long,short,1,1,1,4,0.8,0.125,1,True,True,both,"(0.6,0.8]","(0,0.2]",1
long,short,1,1,1,4,0.8,0.125,1,True,True,both,"(0.6,0.8]","(0,0.2]",1
long,short,1,1,1,4,0.8,0.125,1,True,True,both,"(0.6,0.8]","(0,0.2]",1
long,short,1,1,1,4,0.8,0.125,1,True,True,both,"(0.6,0.8]","(0,0.2]",1
long,sound,1,1,0,3,0.6,0.2857142857142857,1,True,False,bert_only,"(0.4,0.6]","(0.2,0.4]",1
long,tenacious,0,0,0,8,0.8888888888888888,0.18181818181818182,5,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
look,back,1,1,1,3,0.75,0.16666666666666666,0,True,True,both,"(0.6,0.8]","(0,0.2]",0
look,tone,0,0,0,3,0.75,0.16666666666666666,0,True,True,both,"(0.6,0.8]","(0,0.2]",0
loosen,tighten,1,1,1,5,0.7142857142857143,0.2222222222222222,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
loose,compact,1,1,1,6,0.8571428571428571,0.1111111111111111,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
loose,official,1,1,1,8,1.0,0.25,3,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
loose,rambling,0,0,0,8,1.0,0.09090909090909091,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
loose,tight,1,1,1,5,1.0,0.0,0,True,True,both,"(0.8,1.0]",0,0
lopsided,straight,1,1,0,7,0.875,0.16666666666666666,0,True,False,bert_only,"(0.8,1.0]","(0,0.2]",0
